round,item_id,category,priority,evidence_strength,product_name_zh,product_name_ko,brand,item_type,korea_buy_locations,korea_price_krw_observed_or_range,taiwan_availability,why_buy_tw_consumer,risks,bringback_status,korea_source_url,taiwan_source_url,blockers
第二輪,KCAT-NOLITTER-038,家居小物,B｜可順手買,medium,Necono 猫壱 Happy Dining 高腳貓碗,네코이치 해피다이닝 고양이 식기,Necoichi,高腳陶瓷碗,Coupang / Naver Shopping / Pet Friends,"約18,000–35,000 KRW",台灣有進口,非食品、設計實用，適合送禮,陶瓷易碎；確認碗高適合貓,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EB%84%A4%EC%BD%94%EC%9D%B4%EC%B9%98%20%ED%95%B4%ED%94%BC%EB%8B%A4%EC%9D%B4%EB%8B%9D%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%8B%9D%EA%B8%B0,https://www.google.com/search?q=Necoichi%20Happy%20Dining%20%E8%B2%93%E7%A2%97%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-046
第二輪,KCAT-NOLITTER-039,家居小物,B｜可順手買,medium,Necono 猫壱 Portable Cage 折疊外出籠,네코이치 휴대용 케이지 고양이,Necoichi,折疊外出籠/臨時帳篷,Coupang / Naver Shopping,"約40,000–80,000 KRW",台灣有進口/平輸,折疊好帶，可作災害避難/旅宿臨時籠,網布咬破、逃脫、尺寸需確認,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EB%84%A4%EC%BD%94%EC%9D%B4%EC%B9%98%20%ED%9C%B4%EB%8C%80%EC%9A%A9%20%EC%BC%80%EC%9D%B4%EC%A7%80%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=Necoichi%20Portable%20Cage%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-047
第二輪,KCAT-NOLITTER-040,家居小物,B｜可順手買,medium,Necoichi Portable Litter Box 折疊貓砂盆,네코이치 휴대용 고양이 화장실,Necoichi,折疊貓砂盆,Coupang / Naver Shopping,"約20,000–45,000 KRW",台灣有進口/平輸,旅行/搬家/住院陪伴時實用，非食品,布面防水層清潔、漏砂與尺寸,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EB%84%A4%EC%BD%94%EC%9D%B4%EC%B9%98%20%ED%9C%B4%EB%8C%80%EC%9A%A9%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%ED%99%94%EC%9E%A5%EC%8B%A4,https://www.google.com/search?q=Necoichi%20Portable%20Litter%20Box%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-048
第二輪,KCAT-NOLITTER-041,貓家具,C｜先觀望,weak,IKEA LURVIG 貓屋/寵物屋 韓國門市款,이케아 루르비그 고양이 집,IKEA LURVIG,貓屋/貓床,IKEA Korea,"約15,000–50,000 KRW 依款",台灣 IKEA 可能有不同款,韓國 IKEA 若有特價可順手看，非食品,大型品體積；台灣同款則不必帶,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B4%EC%BC%80%EC%95%84%20%EB%A3%A8%EB%A5%B4%EB%B9%84%EA%B7%B8%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A7%91,https://www.google.com/search?q=IKEA%20LURVIG%20%E8%B2%93%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-049
第二輪,KCAT-NOLITTER-042,玩具,B｜可順手買,weak,Pioneer Pet SmartCat Peek-a-Prize 玩具盒,스마트캣 피카프라이즈 고양이 장난감,SmartCat / Pioneer Pet,益智玩具盒,Coupang / Naver Shopping,"約25,000–50,000 KRW",台灣可找平輸,非食物非植物，可放自家玩具增加覓玩,木材/纖維板若未處理潮濕風險；不要放零食過海關,可攜回；若為木製需確認成品木製品通常低風險但海關規定仍以現場為準,https://search.naver.com/search.naver?where=nexearch&query=SmartCat%20Peek-a-Prize%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=SmartCat%20Peek-a-Prize%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-050
第三輪新增,KCAT-NOLITTER-043,除臭,A｜優先買,medium,ReNature Zeolite 沸石貓砂/砂盆除臭 500g,리네이처 제올라이트 고양이 화장실 탈취제 500g,ReNature Zeolite / 리네이처 제올라이트,礦物沸石除臭顆粒/袋,官方商城 / Coupang / Naver Shopping / 오늘의집,500g×5組合依店鋪確認,台灣主流通路未確認,沸石礦物材料、無香非液體，比香氛噴霧更適合貓砂盆,勿讓貓誤食；保留原包裝,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://renaturezeolite.com/category/%EC%A0%9C%ED%92%88-%EA%B5%AC%EB%A7%A4/24/,https://shopee.tw/search?keyword=zeolite%20%E8%B2%93%E7%A0%82%20%E9%99%A4%E8%87%AD,避免散裝粉末入境被要求說明；原清單ID：KCAT100-062
第三輪新增,KCAT-NOLITTER-044,清潔周邊,A｜優先買,strong,Kangjipsa 全換砂大鏟,강집사 고양이 화장실 전체갈이 모래삽,Kangjipsa / 강집사,塑膠大砂鏟/全換砂工具,官方商城 / Naver SmartStore / AboutPet,"約5,500 KRW",台灣主流通路未確認,輕、非食品非植物；比帶貓砂更適合帶回,體積較長；塑膠鏟遇重礦砂可能彎曲,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://kangjipsa.com/product/%EC%A0%84%EC%B2%B4%EA%B0%88%EC%9D%B4-%EB%AA%A8%EB%9E%98%EC%82%BD/47/,https://shopee.tw/search?keyword=%E5%85%A8%E6%8F%9B%E7%A0%82%20%E8%B2%93%E7%A0%82%E9%8F%9F,避免買木柄款；原清單ID：KCAT100-063
第三輪新增,KCAT-NOLITTER-045,清潔周邊,A｜優先買,strong,LabCat 不鏽鋼細孔貓砂鏟,랩캣 고양이 모래삽 스테인리스 화장실 촘촘삽 슈퍼 똥삽,LabCat / 랩캣,不鏽鋼砂鏟,Naver Shopping / 코니허브 / 오늘의집,"約6,500 KRW",台灣有泛用不鏽鋼砂鏟；此品牌未見主流通路,金屬材質輕小耐用，比塑膠鏟更好清洗,邊緣與孔徑需確認,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://conyhub.kr/products/16785/,https://shopee.tw/search?keyword=%E4%B8%8D%E9%8F%BD%E9%8B%BC%20%E8%B2%93%E7%A0%82%E9%8F%9F,托運較安全；原清單ID：KCAT100-064
第三輪新增,KCAT-NOLITTER-046,砂盆,C｜先觀望,medium,CatIdea XL 平板式大貓砂盆,캣아이디어 평판 대형 고양이 화장실 XL,CatIdea / 캣아이디어,塑膠開放式砂盆,Naver Shopping / Coupang,依尺寸/顏色確認,台灣有替代大砂盆；此品牌未見主流通路,非食品非植物，大貓/多貓可考慮韓國大尺寸設計款,體積大不一定適合行李箱,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EC%95%84%EC%9D%B4%EB%94%94%EC%96%B4%20%ED%8F%89%ED%8C%90%20%EB%8C%80%ED%98%95%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%ED%99%94%EC%9E%A5%EC%8B%A4%20XL,https://shopee.tw/search?keyword=CatIdea%20%E8%B2%93%E7%A0%82%E7%9B%86,只適合大行李或寄送；原清單ID：KCAT100-065
第三輪新增,KCAT-NOLITTER-047,砂盆,B｜可順手買,strong,CatsTag BESPOKE Myorae Box Long 大型砂盆,캣츠태그 BESPOKE 묘래박스 롱 고양이 화장실 대형,CatsTag / 캣츠태그,塑膠開放式大砂盆,Naver Gift/SmartStore / 코니허브,"約48,800 KRW",台灣主流通路未確認,韓國貓家庭討論度高的大型砂盆，適合大貓,非常佔行李；性價比需評估,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://shopping.naver.com/gift/products/5164371075,https://shopee.tw/search?keyword=CatsTag%20%E8%B2%93%E7%A0%82%E7%9B%86,確認行李箱尺寸；原清單ID：KCAT100-066
第三輪新增,KCAT-NOLITTER-048,砂盆,C｜先觀望,strong,Kangjipsa 透明開放式大/超大貓砂盆,강집사 투명 화장실 오픈형 고양이 화장실 대형 초대형,Kangjipsa / 강집사,塑膠開放式透明砂盆,官方商城 / Naver SmartStore / AboutPet,"約29,300 KRW 起",台灣主流通路未確認,可搭配同品牌大鏟/防砂階，韓國透明大砂盆設計,體積大；透明塑膠易刮,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://www.kangjipsa.com/product/%EA%B0%95%EC%A7%91%EC%82%AC-%ED%88%AC%EB%AA%85-%ED%99%94%EC%9E%A5%EC%8B%A4-%EC%98%A4%ED%94%88%ED%98%95-%EA%B3%A0%EC%96%91%EC%9D%B4-%ED%99%94%EC%9E%A5%EC%8B%A4-%EB%8C%80%ED%98%95-%EC%B4%88%EB%8C%80%ED%98%95/73/,https://shopee.tw/search?keyword=%E9%80%8F%E6%98%8E%20%E5%A4%A7%E5%9E%8B%20%E8%B2%93%E7%A0%82%E7%9B%86,行李體積是主要限制；原清單ID：KCAT100-067
第三輪新增,KCAT-NOLITTER-049,收納/清潔,A｜優先買,strong,Cocosiru Diolock 15L 雙重防臭寵物排泄物垃圾桶,코코시루 다용도 냄새차단 디오락 쓰레기통 C15TC,Cocosiru / 코코시루,排泄物垃圾桶/收納桶,Pet Friends / AboutPet / 官方商城 / SSG,"約35,000 KRW / 15L",台灣有防臭桶替代；此韓國款未見主流通路,非食品非植物非液體，對小坪數貓家庭實用,體積較大；耗材袋需確認,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://aboutpet.co.kr/goods/indexGoodsDetail?goodsId=GI251138067,https://shopee.tw/search?keyword=%E5%AF%B5%E7%89%A9%20%E9%98%B2%E8%87%AD%20%E5%9E%83%E5%9C%BE%E6%A1%B6,確認專用袋是否可替代；原清單ID：KCAT100-068
第三輪新增,KCAT-NOLITTER-050,玩具,A｜優先買,strong,不倒翁自動雷射逗貓玩具,내꼬냥 스마트 자동 레이저 토이 텀블러,내꼬냥,USB充電雷射玩具,Naver SmartStore / Coupang / 韓國貓展,"約23,400–32,000 KRW",台灣未見穩定代理，多為相似款,體積小、非食品，韓國限定感玩具伴手禮,雷射不可照眼；需搭配實體玩具收尾,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/wjdal628/224181708679,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%E5%85%A7%E5%93%88%E7%BE%8A+%E8%87%AA%E5%8B%95%E9%9B%B7%E5%B0%84+%E8%B2%93,確認內建電池容量與航空規範；原清單ID：KCAT100-069
第三輪新增,KCAT-NOLITTER-051,玩具,B｜可順手買,medium,自動雷射逗貓機,우아라이크 고양이 레이저 자동 장난감,우아라이크,自動雷射玩具,Naver Shopping / Coupang / SmartStore,"約60,600–97,910 KRW",台灣未見同品牌穩定販售,韓國本地可買、外型禮物感較高,雷射遊戲需短時間；避免直射眼睛,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/c3634/223791408181,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%9A%B0%EC%95%84%EB%9D%BC%EC%9D%B4%ED%81%AC+%E8%B2%93+%E9%9B%B7%E5%B0%84,價格偏高；電池與保固需確認；原清單ID：KCAT100-070
第三輪新增,KCAT-NOLITTER-052,玩具,B｜可順手買,strong,手持雷射筆逗貓器,가또나인 고양이 레이저 포인터,가또나인,手持雷射玩具,Naver Shopping / Coupang / SmartStore,"約9,900–13,886 KRW",台灣有相似雷射筆，未見同品牌常態販售,小、輕、便宜，適合作順手帶回小物,不可照眼；需搭配實體玩具完成狩獵,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/misoanjel_/224223485388,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EA%B0%80%EB%98%90%EB%82%98%EC%9D%B8+%E8%B2%93+%E9%9B%B7%E5%B0%84,確認雷射等級與電池形式；原清單ID：KCAT100-071
第三輪新增,KCAT-NOLITTER-053,玩具,B｜可順手買,medium,雷射梳造型逗貓器,펫긱 레이저 빗,펫긱,手持雷射/互動玩具,Coupang / Naver Shopping,"約10,500–12,580 KRW",台灣未見同款穩定代理,便宜輕巧，適合非食品貓奴小物,AAA電池另購；雷射安全同上,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/bbuue_/224281680723,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%ED%8E%AB%EA%B8%B1+%E9%9B%B7%E5%B0%84%E6%A2%B3+%E8%B2%93,確認包裝是否含電池；原清單ID：KCAT100-072
第三輪新增,KCAT-NOLITTER-054,玩具,B｜可順手買,medium,充電式自動滾動球,고양이 충전식 전동 장난감 볼,MA-HA,電動球,Coupang / Naver Shopping,"約15,000–30,000 KRW",台灣有相似款，未見 MA-HA 常態代理,小型電子玩具易攜帶，比食品更少限制,長毛地毯易卡住；馬達聲可能嚇貓,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/withmiso-/224023343572,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+MA-HA+%E8%B2%93+%E8%87%AA%E5%8B%95%E7%90%83,確認材質非羊毛/羽毛/貓草款；原清單ID：KCAT100-073
第三輪新增,KCAT-NOLITTER-055,隧道/躲藏,A｜優先買,strong,無鐵線毛氈隧道躲藏屋,소심한호랑이 숨숨집 터널,소심한호랑이,合成毛氈隧道/躲藏屋,Naver SmartStore / Coupang,"約17,900–48,000 KRW",台灣未見同品牌穩定販售,可折疊、非食品；適合喜歡鑽洞與躲藏的貓,大件佔空間,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/gulbee283/224022264382,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%86%8C%EC%8B%AC%ED%95%9C%ED%98%B8%EB%9E%91%EC%9D%B4+%E8%B2%93+%E9%9A%A7%E9%81%93,只列可確認為聚酯/合成纖維版本；羊毛款排除；原清單ID：KCAT100-074
第三輪新增,KCAT-NOLITTER-056,隧道/躲藏,A｜優先買,strong,迷宮式毛氈隧道,펫홀릭 미로터널,펫홀릭,可組合隧道/躲藏屋,PetFriends / Coupang / Naver Shopping,"約29,600–34,500 KRW",台灣未見同品牌常態販售,可折疊互動性高，適合可變換空間的貓家庭,需監督接縫與啃咬,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/songmin3466/224205910142,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%ED%8E%AB%ED%99%80%EB%A6%AD+%EB%AF%B8%EB%A1%9C%ED%84%B0%EB%84%90,只選合成纖維且不附貓薄荷/木天蓼版本；原清單ID：KCAT100-075
第三輪新增,KCAT-NOLITTER-057,隧道/躲藏,B｜可順手買,strong,毛氈帳篷躲藏屋,펫초이스 고양이 텐트 숨숨집 댕피스텔,펫초이스,帳篷式躲藏屋,Coupang / Naver Shopping,"約39,900–78,200 KRW",台灣未見同品牌穩定販售,可作貓窩與躲藏空間；非食品候選,占空間；需可壓縮收納,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/tnghdzld/223964625952,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%ED%8E%AB%EC%B4%88%EC%9D%B4%EC%8A%A4+%EB%8C%95%ED%94%BC%EC%8A%A4%ED%85%94,只選合成材質、無木質配件或植物填充版本；原清單ID：KCAT100-076
第三輪新增,KCAT-NOLITTER-058,家具,A｜優先買,medium,窗邊貓吊床/窗台平台,요기펫 윈도우 고양이 해먹,요기펫,窗邊吊床/窗台家具,Naver Shopping / SmartStore,"約24,300–30,000 KRW",台灣有相似窗台吊床，未見同品牌穩定販售,適合愛看窗外的室內貓，比大型貓跳台更好帶,吸盤/固定方式需定期檢查,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/alswls113500/224301292492,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%9A%94%EA%B8%B0%ED%8E%AB+%E7%AA%97%E6%88%B6+%E8%B2%93%E5%90%8A%E5%BA%8A,確認窗框尺寸與承重；原清單ID：KCAT100-077
第三輪新增,KCAT-NOLITTER-059,家具,A｜優先買,strong,透明壓克力窗台貓吊床,캣돌 고양이 창문 냥틀 아크릴 해먹,캣돌,壓克力窗台吊床/平台,Naver SmartStore / Coupang,"約35,280–75,430 KRW",台灣未見同品牌穩定販售,壓克力材質拍照效果好，比大型貓家具更適合帶回,吸盤/螺絲固定需檢查；壓克力可能刮傷,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/ri_eun67/224253046225,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%BA%A3%EB%8F%8C+%E9%80%8F%E6%98%8E+%E8%B2%93%E5%90%8A%E5%BA%8A,若附布墊需確認非動物毛；原清單ID：KCAT100-078
第三輪新增,KCAT-NOLITTER-060,家具,A｜優先買,strong,蜘蛛款窗戶貓吊床,해리스힐 스파이더켓 고양이 창문 해먹,해리스힐,窗戶吸附式吊床,PetFriends / Naver Shopping,"約32,900–36,900 KRW",台灣未見同品牌穩定販售,韓國貓友實測多，重量與體積可接受,吸盤在濕熱環境要定期重裝,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/ryanlv52/224243059378,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%ED%95%B4%EB%A6%AC%EC%8A%A4%ED%9E%90+%E8%B2%93%E5%90%8A%E5%BA%8A,確認吸盤耗材可替換；原清單ID：KCAT100-079
第三輪新增,KCAT-NOLITTER-061,家具,B｜可順手買,strong,鋼架壓克力透明吊床,스튜디오얼라이브 큐브 해먹,스튜디오얼라이브,金屬框/壓克力吊床,Naver SmartStore / 品牌通路,"約120,000–144,000 KRW",台灣未見同品牌常態代理,金屬與壓克力為主，設計感強,價格高、體積較大；運輸需防裂,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/ragdoll_ar/224170356213,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%8A%A4%ED%8A%9C%EB%94%94%EC%98%A4%EC%96%BC%EB%9D%BC%EC%9D%B4%EB%B8%8C+%ED%81%90%EB%B8%8C%ED%95%B4%EB%A8%B9,確認尺寸是否適合行李箱；原清單ID：KCAT100-080
第三輪新增,KCAT-NOLITTER-062,防逃/家具小物,C｜先觀望,strong,高款貓咪防逃門,아토주 고양이 방묘문,아토주,金屬/塑膠防逃門,Naver Shopping / SmartStore,"約127,010–257,600 KRW",台灣有相似防逃門，未見同品牌常態代理,適合台灣公寓玄關防逃需求,大件且重；門框尺寸不合無法用,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/nusulab82/223618022501,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%95%84%ED%86%A0%EC%A3%BC+%E9%98%B2%E9%80%83%E9%96%80+%E8%B2%93,實際帶回可能需大型行李或海運；原清單ID：KCAT100-081
第三輪新增,KCAT-NOLITTER-063,防逃/門窗小物,C｜先觀望,strong,陽台用貓狗通行寵物門,요기펫 반려동물 펫도어 베란다,요기펫,陽台/門窗寵物門,Naver Shopping / SmartStore,"約178,000–229,200 KRW",台灣未見同品牌穩定販售,有陽台貓砂盆或分區需求可考慮,大型、價格高；需精準量尺寸,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/winterdiary_22/224310850914,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%9A%94%EA%B8%B0%ED%8E%AB+%E5%AF%B5%E7%89%A9%E9%96%80+%E9%99%BD%E5%8F%B0,適合代購/海運候選；原清單ID：KCAT100-082
第三輪新增,KCAT-NOLITTER-064,家具,B｜可順手買,medium,mou studio 寵物旅館用質感隧道/躲藏屋,모우 스튜디오 고양이 터널 숨숨집,mou studio,隧道/躲藏屋,mou studio 官方/SmartStore / 韓國貓旅館採購通路,"約45,000–118,000 KRW",台灣未見同品牌常態販售,設計感高，適合韓國風貓家具小物,較大件；逐款確認材質,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/air_mnb/224153692884,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+mou+studio+%E8%B2%93+%E9%9A%A7%E9%81%93,只收非紙板、非羊毛、非植物纖維款；原清單ID：KCAT100-083
第三輪新增,KCAT-NOLITTER-065,餵食/飲水工具,A｜優先買,medium,SureFeed 微晶片感應防搶食餵食器,슈어피드 마이크로칩 펫 피더,SureFeed / Sure Petcare,RFID/微晶片感應餵食器,Naver Shopping / Gmarket / 海外直購賣場,"約270,000–350,000 KRW",台灣多為蝦皮/代購/海外賣場,多貓分食、處方飼料防偷吃很實用,價格高；需晶片或項圈RFID牌；C電池另購,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=SureFeed%20%EB%A7%88%EC%9D%B4%ED%81%AC%EB%A1%9C%EC%B9%A9%20%EA%B8%89%EC%8B%9D%EA%B8%B0,https://shopee.tw/search?keyword=SureFeed%20%E5%BE%AE%E6%99%B6%E7%89%87%20%E9%A4%B5%E9%A3%9F%E5%99%A8,韓國多為海外直購/平輸，需核對保固；原清單ID：KCAT100-084
第三輪新增,KCAT-NOLITTER-066,餵食/飲水工具,B｜可順手買,medium,PetSafe Drinkwell 360 不鏽鋼寵物飲水機,펫세이프 드링크웰 360 스테인리스 정수기,PetSafe Drinkwell,循環式飲水機,Naver Shopping / Coupang / Gmarket,"約120,000–170,000 KRW",台灣蝦皮、PChome/代購可見同系列或零件,不鏽鋼耐用，適合重視清潔的家庭,需確認110–240V變壓器、濾芯與馬達耗材,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=PetSafe%20Drinkwell%20360%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0,https://shopee.tw/search?keyword=PetSafe%20Drinkwell%20360,購買前確認是整機非濾芯/變壓器；原清單ID：KCAT100-085
第三輪新增,KCAT-NOLITTER-067,餵食/飲水工具,C｜先觀望,weak,PetSafe Drinkwell Pagoda 陶瓷飲水機,펫세이프 드링크웰 파고다 세라믹 정수기,PetSafe Drinkwell,陶瓷循環式飲水機,Naver Shopping / Coupang/Gmarket 海外直購,"約110,000–180,000 KRW",台灣多為代購/平行輸入,陶瓷抗味道殘留，外型送禮感較好,重且易破；需確認濾芯、馬達與電壓,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=PetSafe%20Drinkwell%20Pagoda%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0,https://shopee.tw/search?keyword=Drinkwell%20Pagoda%20%E9%A3%B2%E6%B0%B4%E6%A9%9F,韓國現貨不穩；原清單ID：KCAT100-086
第三輪新增,KCAT-NOLITTER-068,餵食/飲水工具,B｜可順手買,weak,PetSafe Healthy Pet Simply Feed 自動餵食器,펫세이프 헬시펫 심플리 피드 자동급식기,PetSafe,定時定量自動餵食器,Naver Shopping / Gmarket / Coupang海外直購,"約150,000–260,000 KRW",台灣多為海外代購,可程式定量，適合短期外出與控制乾糧份量,體積大；乾糧顆粒尺寸需相容；保固電源需確認,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=PetSafe%20Healthy%20Pet%20Simply%20Feed%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0,https://shopee.tw/search?keyword=PetSafe%20Simply%20Feed,韓國來源以跨境賣場為主；原清單ID：KCAT100-087
第三輪新增,KCAT-NOLITTER-069,餵食/飲水工具,A｜優先買,strong,PETLIBRO Granary Camera 影像自動餵食器,펫리브로 카메라 자동급식기,PETLIBRO,Wi‑Fi攝影機自動餵食器,LotteON / Naver Shopping / Coupang / 韓國部落格,"約220,000–398,000 KRW",台灣蝦皮/電商可見PETLIBRO同品牌,可遠端看進食、錄音提醒，功能差異明顯,App地區、2.4GHz、保固、隱私需確認,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=PETLIBRO%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://shopee.tw/search?keyword=PETLIBRO%20%E8%87%AA%E5%8B%95%E9%A4%B5%E9%A3%9F%E5%99%A8%20%E8%B2%93,確認韓版/美版、插頭與App功能；原清單ID：KCAT100-088
第三輪新增,KCAT-NOLITTER-070,餵食/飲水工具,B｜可順手買,medium,PETLIBRO RFID 標籤自動餵食器 3L,펫리브로 RFID 태그 자동급식기 3L,PETLIBRO,RFID項圈標籤自動餵食器,LotteON / Naver Shopping,"約398,000–450,000 KRW",台灣可搜尋到PETLIBRO但RFID款通路較不穩,多貓防搶食、處方餐分開管理,項圈接受度、感應穩定性、App/保固與價格,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://www.lotteon.com/p/product/LO2635893266,https://shopee.tw/search?keyword=PETLIBRO%20RFID%20%E9%A4%B5%E9%A3%9F%E5%99%A8,確認型號與項圈數量；本清單只列機器不列食物；原清單ID：KCAT100-089
第三輪新增,KCAT-NOLITTER-071,餵食/飲水工具,A｜優先買,medium,Cat Mate C500 五餐定時餵食器,캣메이트 C500 5끼 자동급식기,Cat Mate,旋轉盤式五餐自動餵食器,Eurowings Korea / Naver Shopping / 海外直購,"約156,500–209,600 KRW",台灣蝦皮/代購可見Cat Mate,少數可放冰包的定時餵食器；本清單只列機器不列食品,台灣高溫環境不宜久放餐食；清洗密封度需留意,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,http://www.eurowings.co.kr/goods/goods_view.php?goodsNo=1000008864,https://shopee.tw/search?keyword=Cat%20Mate%20C500,價格可能高於歐美原價；原清單ID：KCAT100-090
第三輪新增,KCAT-NOLITTER-072,餵食/飲水工具,B｜可順手買,medium,Homerunpet 無線泵循環飲水機 2L,호머런펫 무선펌프 고양이 정수기 2L,Homerunpet,靜音飲水機,Naver Shopping / Freeship跨境賣場 / Coupang搜尋,"約90,000–150,000 KRW",台灣蝦皮可見Homerunpet飲水機/濾芯,無線泵設計較好清洗，適合在意馬達線髒污的家庭,需確認濾芯供應、馬達替換、電壓與保固,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=Homerunpet%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0,https://shopee.tw/search?keyword=Homerunpet%20%E9%A3%B2%E6%B0%B4%E6%A9%9F,韓國多為跨境/進口頁，需確認整機；原清單ID：KCAT100-091
