round,item_id,category,priority,evidence_strength,product_name_zh,product_name_ko,brand,item_type,korea_buy_locations,korea_price_krw_observed_or_range,taiwan_availability,why_buy_tw_consumer,risks,bringback_status,korea_source_url,taiwan_source_url,blockers,popularity_keep_or_drop,popularity_confidence_level,best_popularity_signal,rating_or_review_count,popularity_reason,recommended_rank_delta,popularity_rank
第二輪,KCAT-NOLITTER-007,除臭,C｜先觀望,medium,Animalie 無香貓砂盆除臭噴霧 500ml,아니말리 고양이 모래 화장실 탈취제 무향 500ml,Animalie,無香液體除臭噴霧,Naver SmartStore,"500ml 約12,900 KRW",未見主流台灣正式通路,無香款且標示 limonene-free，適合貓廁清潔小物,液體需託運防漏；少量測試避免貓排斥,可託運但不優先；液體須防漏並遵守航空限制,https://blog.naver.com/hyexnjin/224135051728,https://shopee.tw/search?keyword=%EC%95%84%EB%8B%88%EB%A7%90%EB%A6%AC%20%E7%84%A1%E9%A6%99%20%E8%B2%93,原清單ID：KCAT100-015,keep,medium,Korea rating + blog-review signal,"Korea: Naver snippet 5/5, 188 ratings; multiple blogs",韓國人氣訊號比原先強，但液體托運風險仍需註明。,2,31
第二輪,KCAT-NOLITTER-010,飲水,A｜優先買,medium,PETKIT Eversweet 3 Pro UVC 智慧寵物飲水機,펫킷 UVC 에버스윗3 Pro 고양이 살균 무선 정수기,PETKIT,飲水機,PETKIT Korea / Coupang / Naver Shopping,"約89,000–159,000 KRW",台灣有代理/平輸,UVC/無線版適合多貓飲水管理,韓版插頭/電壓、APP區域、電池/保固；濾芯另買,可攜回電子品；確認鋰電池容量與託運/手提規則,https://search.naver.com/search.naver?where=nexearch&query=PETKIT%20Uvc%20%EC%97%90%EB%B2%84%EC%8A%A4%EC%9C%973%20Pro%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%82%B4%EA%B7%A0%20%EB%AC%B4%EC%84%A0%20%EC%A0%95%EC%88%98%EA%B8%B0,https://www.google.com/search?q=PETKIT%20Eversweet%203%20Pro%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-018,keep,medium,Taiwan high,PETKIT 台灣官網/PChome/momo/蝦皮等通路可見,PETKIT 台灣與韓國通路強，智慧飲水機熱門，上調。,2,32
第二輪,KCAT-NOLITTER-013,餵食,A｜優先買,medium,PETKIT Fresh Element Mini 智慧餵食器,펫킷 프레시 엘리먼트 미니 자동급식기 고양이,PETKIT,自動餵食器,PETKIT Korea / Coupang / Naver Shopping,"約89,000–159,000 KRW",台灣有類似/代理,乾糧定時定量；韓國促銷價差可能大,APP區域/斷電備援；只適合乾糧，不裝食物過海關,可攜回電子品；體積較大,https://search.naver.com/search.naver?where=nexearch&query=%ED%8E%AB%ED%82%B7%20%ED%94%84%EB%A0%88%EC%8B%9C%20%EC%97%98%EB%A6%AC%EB%A8%BC%ED%8A%B8%20%EB%AF%B8%EB%8B%88%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=PETKIT%20Fresh%20Element%20Mini%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-021,keep,medium,Taiwan high,PETKIT 台灣官方與大型通路可見,智慧餵食器熱門品類，上調。,2,33
第二輪,KCAT-NOLITTER-011,飲水,A｜優先買,medium,PETKIT Solo 2 智慧低噪飲水機,펫킷 솔로2 스마트펫 앱연동정수기,PETKIT,飲水機,PETKIT Korea / Coupang / Naver Shopping,"約49,000–89,000 KRW",台灣常見,比大型機輕；可補濾芯,電子/APP/保固；泵浦噪音與清洗頻率,可攜回電子品；濾芯型號別買錯,https://search.naver.com/search.naver?where=nexearch&query=%EC%A0%80%EC%86%8C%EC%9D%8C%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0%20%ED%8E%AB%ED%82%B7%20%EC%86%94%EB%A1%9C2%20%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8E%AB%20%EC%95%B1%EC%97%B0%EB%8F%99%EC%A0%95%EC%88%98%EA%B8%B0,https://www.google.com/search?q=PETKIT%20Solo%202%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-019,keep,medium,Taiwan high,PETKIT 台灣官方與大型電商長期販售,品牌強、通路明確，上調。,1,34
第二輪,KCAT-NOLITTER-012,飲水,B｜可順手買,medium,小米 Smart Pet Fountain 智慧寵物飲水機,샤오미 스마트 펫 급수기 고양이,Xiaomi,飲水機,Coupang / Naver Shopping / 小米韓國通路,"約59,000–99,000 KRW",台灣小米/電商可見,韓國促銷便宜可買；耗材相對好找,插頭/電壓、APP區域、保固,可攜回電子品；台灣同價則不必背,https://search.naver.com/search.naver?where=nexearch&query=%EC%83%A4%EC%98%A4%EB%AF%B8%20%EC%8A%A4%EB%A7%88%ED%8A%B8%20%ED%8E%AB%20%EA%B8%89%EC%88%98%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=%E5%B0%8F%E7%B1%B3%20%E5%AF%B5%E7%89%A9%E9%A3%B2%E6%B0%B4%E6%A9%9F%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-020,keep,medium,Taiwan high,小米/米家寵物飲水機台灣能見度高,高知名度品牌跨市場通路多。,1,35
第二輪,KCAT-NOLITTER-008,除臭,B｜可順手買,weak,S-Class 無香粉末型貓砂除臭劑 10入,에스클래스 탈취제 가루형 무향 10개입,S-Class,無香粉末除臭劑,Naver SmartStore,待查,未見主流台灣正式通路,粉末非液體，行李友善；無香較適合貓,確認成分非植物/精油；粉末可能揚塵,條件可攜回；購買前確認非植物/非精油,https://smartstore.naver.com/main/products/9648467659,https://shopee.tw/search?keyword=%EC%97%90%EC%8A%A4%ED%81%B4%EB%9E%98%EC%8A%A4%20%ED%83%88%EC%B7%A8%EC%A0%9C,原清單ID：KCAT100-016,keep,medium,Korea blog-review signal,Multiple Korean blog reviews; direct SmartStore blocked/429,粉末非液體且多篇韓文心得，維持。,0,36
第二輪,KCAT-NOLITTER-009,除臭,C｜先觀望,weak,Nyang Fresh 無香四孔貓砂盆除臭器,냥프레쉬 고양이 화장실 모래 냄새제거 반영구 살균 탈취제 무향 4구 1세트,Nyang Fresh,固態/裝置型無香除臭,Naver SmartStore,依店鋪,未見主流台灣正式通路,無香固態裝置，比液體噴霧更好帶,若含電池/臭氧/殺菌機制需確認安全,條件可攜回；若含電池依航空規範,https://smartstore.naver.com/main/products/8716804658,https://shopee.tw/search?keyword=%EB%83%A5%ED%94%84%EB%A0%88%EC%89%AC,原清單ID：KCAT100-017,keep,medium,Korea blog/search signal,Multiple Korean blog/search mentions; no reliable count,韓國提及支撐但機制/安全需保守，維持低順位。,0,37
第二輪,KCAT-NOLITTER-014,餵食,B｜可順手買,medium,Petree 智慧自動餵食器 4L/5L,PETREE 고양이 자동급식기,Petree,自動餵食器,Coupang / Naver Shopping / Gmarket,"約42,900–108,000 KRW",台灣較少或平輸,PETKIT 替代；可找低價帶攝影機/定時款,攝影機隱私、APP、保固；行李防撞,可攜回電子品；確認海外 APP 可用,https://search.naver.com/search.naver?where=nexearch&query=Petree%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0,https://www.google.com/search?q=Petree%20%E8%87%AA%E5%8B%95%E9%A4%B5%E9%A3%9F%E5%99%A8%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-022,keep,medium,Korea/Taiwan medium,Petree 台韓多平台販售能見度,跨市場販售但品牌熱度中等。,0,38
第二輪,KCAT-NOLITTER-015,餵食,B｜可順手買,medium,pidan 傾斜陶瓷貓碗/碗架,pidan 고양이 식기,pidan,食碗,Coupang / Naver Shopping / 韓國寵物店,"約13,000–35,000 KRW",台灣有蝦皮/momo平輸,非電子非食物；韓國特價可買,陶瓷/玻璃易碎；確認無木製/植物材配件,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=pidan%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%8B%9D%EA%B8%B0,https://www.google.com/search?q=pidan%20%E8%B2%93%E7%A2%97%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-023,keep,medium,Taiwan medium-high,pidan 台灣寵物通路常見,pidan 台灣品牌能見度佳，保留。,0,39
第二輪,KCAT-NOLITTER-017,旅行,B｜可順手買,medium,pidan 太空艙/便攜寵物背包,pidan 고양이 이동장,pidan,外出包/移動籠,Coupang / Naver Shopping,"約38,000–139,000 KRW",台灣有平輸,設計感強，短程看診/拍照,夏天悶熱、承重、航空尺寸需確認,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=pidan%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%9D%B4%EB%8F%99%EC%9E%A5,https://www.google.com/search?q=pidan%20%E8%B2%93%20%E5%A4%96%E5%87%BA%E5%8C%85%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-025,keep,medium,Taiwan medium-high,pidan 外出包在台灣搜尋/通路能見度佳,品牌與需求明確，維持。,0,40
第二輪,KCAT-NOLITTER-021,美容,B｜可順手買,medium,Babion 貓用安全指甲剪,바비온 고양이 발톱깎이,Babion,指甲剪,Coupang / Naver Shopping,"約9,900–19,900 KRW",台灣不一定常見,韓國小工具便宜；補貨用,利器需託運；剪到血線風險,可攜回；利器建議託運,https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%94%EB%B9%84%EC%98%A8%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%B0%9C%ED%86%B1%EA%B9%8E%EC%9D%B4,https://www.google.com/search?q=Babion%20%E8%B2%93%20%E6%8C%87%E7%94%B2%E5%89%AA%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-029,keep,medium,Korea medium,Babion 韓國通路能見度中等,韓國本地可買、工具需求穩定。,0,41
第二輪,KCAT-NOLITTER-022,美容,B｜可順手買,medium,Dingdongpet LED 寵物指甲剪,딩동펫 고양이 발톱깎이 LED,Dingdongpet,LED 指甲剪,Coupang / Naver Shopping,"約6,100–21,730 KRW",台灣同類多,LED 款可輔助看血線，小件好帶,鈕扣電池/利器規則；深色甲仍不一定看清,可攜回；含電池與利器需依航空規範,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%A9%EB%8F%99%ED%8E%AB%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%B0%9C%ED%86%B1%EA%B9%8E%EC%9D%B4,https://www.google.com/search?q=Dingdongpet%20%E6%8C%87%E7%94%B2%E5%89%AA%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-030,keep,medium,Korea medium,Dingdongpet 韓國寵物用品品牌可見,韓國品牌與工具性明確。,0,42
第二輪,KCAT-NOLITTER-025,健康工具,B｜可順手買,medium,Dingdongpet 寵物/貓體重計,딩동펫 고양이 체중계,Dingdongpet,體重計,Coupang / Naver Shopping,"約25,000–69,000 KRW",台灣有同類,慢性病/減重貓家庭實用,電子品佔行李；電池/保固；非診斷用途,可攜回電子品；台灣同價不必背,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%A9%EB%8F%99%ED%8E%AB%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%B2%B4%EC%A4%91%EA%B3%84,https://www.google.com/search?q=%E8%B2%93%20%E9%AB%94%E9%87%8D%E8%A8%88%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-033,keep,medium,Korea medium,Dingdongpet 體重計韓國通路能見度中等,健康工具需求明確但非爆款。,0,43
第二輪,KCAT-NOLITTER-032,玩具,B｜可順手買,medium,Catit Senses 2.0 Circuit 軌道球玩具,캣잇 센스 2.0 서킷 고양이 장난감,Catit,軌道球玩具,Coupang / Naver Shopping / Pet Friends,"約18,000–35,000 KRW",台灣有進口,不含食物/植物，互動球道可長期使用,塑膠件需定期清潔；球可能噪音,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EC%9E%87%20%EC%84%BC%EC%8A%A4%202.0%20%EC%84%9C%ED%82%B7%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=Catit%20Senses%202.0%20Circuit%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-040,keep,medium,Korea/Taiwan brand signal,KR exact/near 4.9/5 10 reviews; Catit related 809 reviews; TW PChome Catit 88 results,Catit 系列台韓通路能見度佳，維持。,0,44
第二輪,KCAT-NOLITTER-034,玩具,A｜優先買,medium,Cat Dancer Rainbow Cat Charmer 彩帶逗貓棒,캣댄서 레인보우 캣차머,Cat Dancer,彩帶逗貓棒,Coupang / Naver Shopping,"約8,000–18,000 KRW",台灣有平輸,輕、小、非植物，適合旅購補貨,使用後收起；長繩有纏繞風險,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EB%8C%84%EC%84%9C%20%EB%A0%88%EC%9D%B8%EB%B3%B4%EC%9A%B0%20%EC%BA%A3%EC%B0%A8%EB%A8%B8,https://www.google.com/search?q=Cat%20Dancer%20Cat%20Charmer%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-042,keep,medium,Korea/Taiwan presence,KR snippet 5/5 1 review; TW PChome Cat Dancer result,經典逗貓棒品牌，保留但不升。,0,45
第二輪,KCAT-NOLITTER-036,貓床/窩,B｜可順手買,weak,Dingdongpet 窗邊吸盤貓吊床,딩동펫 고양이 창문 해먹,Dingdongpet,窗邊吊床,Coupang / Naver Shopping,"約15,000–35,000 KRW",台灣有同類品,非食品，窗邊曬太陽貓適用,吸盤承重、玻璃清潔、掉落風險,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%A9%EB%8F%99%ED%8E%AB%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%B0%BD%EB%AC%B8%20%ED%95%B4%EB%A8%B9,https://www.google.com/search?q=%E8%B2%93%20%E7%AA%97%E9%82%8A%20%E5%90%8A%E5%BA%8A%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-044,keep,medium,Korea retailer signal,"KR Dingdongpet 4.7/5, 43 reviews; 類目另有 33 reviews",窗邊吊床同品牌/同類有評分評論。,0,46
第三輪新增,KCAT-NOLITTER-043,除臭,A｜優先買,medium,ReNature Zeolite 沸石貓砂/砂盆除臭 500g,리네이처 제올라이트 고양이 화장실 탈취제 500g,ReNature Zeolite / 리네이처 제올라이트,礦物沸石除臭顆粒/袋,官方商城 / Coupang / Naver Shopping / 오늘의집,500g×5組合依店鋪確認,台灣主流通路未確認,沸石礦物材料、無香非液體，比香氛噴霧更適合貓砂盆,勿讓貓誤食；保留原包裝,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://renaturezeolite.com/category/%EC%A0%9C%ED%92%88-%EA%B5%AC%EB%A7%A4/24/,https://shopee.tw/search?keyword=zeolite%20%E8%B2%93%E7%A0%82%20%E9%99%A4%E8%87%AD,避免散裝粉末入境被要求說明；原清單ID：KCAT100-062,keep,medium,Korea official + blog signal,Official ReNature site + Naver blog mentions,礦物無香除臭，官方與部落格訊號中等。,0,47
第三輪新增,KCAT-NOLITTER-048,砂盆,C｜先觀望,strong,Kangjipsa 透明開放式大/超大貓砂盆,강집사 투명 화장실 오픈형 고양이 화장실 대형 초대형,Kangjipsa / 강집사,塑膠開放式透明砂盆,官方商城 / Naver SmartStore / AboutPet,"約29,300 KRW 起",台灣主流通路未確認,可搭配同品牌大鏟/防砂階，韓國透明大砂盆設計,體積大；透明塑膠易刮,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://www.kangjipsa.com/product/%EA%B0%95%EC%A7%91%EC%82%AC-%ED%88%AC%EB%AA%85-%ED%99%94%EC%9E%A5%EC%8B%A4-%EC%98%A4%ED%94%88%ED%98%95-%EA%B3%A0%EC%96%91%EC%9D%B4-%ED%99%94%EC%9E%A5%EC%8B%A4-%EB%8C%80%ED%98%95-%EC%B4%88%EB%8C%80%ED%98%95/73/,https://shopee.tw/search?keyword=%E9%80%8F%E6%98%8E%20%E5%A4%A7%E5%9E%8B%20%E8%B2%93%E7%A0%82%E7%9B%86,行李體積是主要限制；原清單ID：KCAT100-067,keep,medium,Korea rating/search signal,"KR 4.9/5, 10 reviews; related Coupang set 23 reviews",韓國品牌設計相關但評論量普通。,0,48
第三輪新增,KCAT-NOLITTER-055,隧道/躲藏,A｜優先買,strong,無鐵線毛氈隧道躲藏屋,소심한호랑이 숨숨집 터널,소심한호랑이,合成毛氈隧道/躲藏屋,Naver SmartStore / Coupang,"約17,900–48,000 KRW",台灣未見同品牌穩定販售,可折疊、非食品；適合喜歡鑽洞與躲藏的貓,大件佔空間,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/gulbee283/224022264382,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%86%8C%EC%8B%AC%ED%95%9C%ED%98%B8%EB%9E%91%EC%9D%B4+%E8%B2%93+%E9%9A%A7%E9%81%93,只列可確認為聚酯/合成纖維版本；羊毛款排除；原清單ID：KCAT100-074,keep,medium,Korea blog signal,Multiple KR blog mentions; no reliable count,韓國本地部落格提及頻繁，保留。,0,49
第三輪新增,KCAT-NOLITTER-058,家具,A｜優先買,medium,窗邊貓吊床/窗台平台,요기펫 윈도우 고양이 해먹,요기펫,窗邊吊床/窗台家具,Naver Shopping / SmartStore,"約24,300–30,000 KRW",台灣有相似窗台吊床，未見同品牌穩定販售,適合愛看窗外的室內貓，比大型貓跳台更好帶,吸盤/固定方式需定期檢查,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/alswls113500/224301292492,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%EC%9A%94%EA%B8%B0%ED%8E%AB+%E7%AA%97%E6%88%B6+%E8%B2%93%E5%90%8A%E5%BA%8A,確認窗框尺寸與承重；原清單ID：KCAT100-077,keep,medium,Korea exact + category,"Yogipet 26 reviews; category near-match 5,683 reviews",同品牌不多但類目需求強，維持。,0,50
第三輪新增,KCAT-NOLITTER-060,家具,A｜優先買,strong,蜘蛛款窗戶貓吊床,해리스힐 스파이더켓 고양이 창문 해먹,해리스힐,窗戶吸附式吊床,PetFriends / Naver Shopping,"約32,900–36,900 KRW",台灣未見同品牌穩定販售,韓國貓友實測多，重量與體積可接受,吸盤在濕熱環境要定期重裝,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/ryanlv52/224243059378,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+%ED%95%B4%EB%A6%AC%EC%8A%A4%ED%9E%90+%E8%B2%93%E5%90%8A%E5%BA%8A,確認吸盤耗材可替換；原清單ID：KCAT100-079,keep,medium,Korea blog signal,Multiple KR blog mentions; no platform count,韓國實測文支撐，維持。,0,51
第三輪新增,KCAT-NOLITTER-064,家具,B｜可順手買,medium,mou studio 寵物旅館用質感隧道/躲藏屋,모우 스튜디오 고양이 터널 숨숨집,mou studio,隧道/躲藏屋,mou studio 官方/SmartStore / 韓國貓旅館採購通路,"約45,000–118,000 KRW",台灣未見同品牌常態販售,設計感高，適合韓國風貓家具小物,較大件；逐款確認材質,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://blog.naver.com/air_mnb/224153692884,https://www.google.com/search?q=%E5%8F%B0%E7%81%A3+mou+studio+%E8%B2%93+%E9%9A%A7%E9%81%93,只收非紙板、非羊毛、非植物纖維款；原清單ID：KCAT100-083,keep,medium,Korea design/blog signal,"KR PetFriends 4.8/5, 5 reviews; blogs/오늘의집 mentions",設計小眾候選，保留。,0,52
第三輪新增,KCAT-NOLITTER-067,餵食/飲水工具,C｜先觀望,weak,PetSafe Drinkwell Pagoda 陶瓷飲水機,펫세이프 드링크웰 파고다 세라믹 정수기,PetSafe Drinkwell,陶瓷循環式飲水機,Naver Shopping / Coupang/Gmarket 海外直購,"約110,000–180,000 KRW",台灣多為代購/平行輸入,陶瓷抗味道殘留，外型送禮感較好,重且易破；需確認濾芯、馬達與電壓,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=PetSafe%20Drinkwell%20Pagoda%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0,https://shopee.tw/search?keyword=Drinkwell%20Pagoda%20%E9%A3%B2%E6%B0%B4%E6%A9%9F,韓國現貨不穩；原清單ID：KCAT100-086,keep,medium,Taiwan medium,Drinkwell Pagoda 台灣進口/蝦皮可搜尋,老款陶瓷飲水機，低順位保留。,0,53
第三輪新增,KCAT-NOLITTER-068,餵食/飲水工具,B｜可順手買,weak,PetSafe Healthy Pet Simply Feed 自動餵食器,펫세이프 헬시펫 심플리 피드 자동급식기,PetSafe,定時定量自動餵食器,Naver Shopping / Gmarket / Coupang海外直購,"約150,000–260,000 KRW",台灣多為海外代購,可程式定量，適合短期外出與控制乾糧份量,體積大；乾糧顆粒尺寸需相容；保固電源需確認,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=PetSafe%20Healthy%20Pet%20Simply%20Feed%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0,https://shopee.tw/search?keyword=PetSafe%20Simply%20Feed,韓國來源以跨境賣場為主；原清單ID：KCAT100-087,keep,medium,Taiwan medium,PetSafe Simply Feed 台灣代購/蝦皮可搜尋,品牌可信但台韓熱度一般。,0,54
第三輪新增,KCAT-NOLITTER-072,餵食/飲水工具,B｜可順手買,medium,Homerunpet 無線泵循環飲水機 2L,호머런펫 무선펌프 고양이 정수기 2L,Homerunpet,靜音飲水機,Naver Shopping / Freeship跨境賣場 / Coupang搜尋,"約90,000–150,000 KRW",台灣蝦皮可見Homerunpet飲水機/濾芯,無線泵設計較好清洗，適合在意馬達線髒污的家庭,需確認濾芯供應、馬達替換、電壓與保固,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=Homerunpet%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0,https://shopee.tw/search?keyword=Homerunpet%20%E9%A3%B2%E6%B0%B4%E6%A9%9F,韓國多為跨境/進口頁，需確認整機；原清單ID：KCAT100-091,keep,medium,Taiwan medium,Homerunpet 台灣蝦皮/搜尋可見,無線泵賣點明確但不高排。,0,55
第三輪新增,KCAT-NOLITTER-073,餵食/飲水工具,B｜可順手買,weak,Nina Ottosson Rainy Day Cat Puzzle 貓益智餵食盤,니나오토슨 레이니데이 캣 퍼즐,Nina Ottosson / Outward Hound,益智慢食/嗅聞餵食玩具,Naver Shopping / Coupang / 進口寵物用品店,"約25,000–45,000 KRW",台灣可見Nina Ottosson系列,非食品但能提升進食互動、消耗精力,需人在旁監督，避免咬小零件,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=Nina%20Ottosson%20Rainy%20Day%20Cat%20%ED%8D%BC%EC%A6%90,https://shopee.tw/search?keyword=Nina%20Ottosson%20Cat%20Puzzle,韓國搜尋會混入犬用版，需確認Cat款；原清單ID：KCAT100-092,keep,medium,Taiwan medium,Nina Ottosson 品牌台灣搜尋/進口可見,益智餵食盤品牌有口碑，低順位保留。,0,56
第三輪新增,KCAT-NOLITTER-074,餵食/飲水工具,B｜可順手買,weak,Nina Ottosson Buggin’ Out Cat Puzzle 貓益智餵食盤,니나오토슨 버긴아웃 캣 퍼즐,Nina Ottosson / Outward Hound,益智慢食/藏食玩具,Naver Shopping / Coupang / 進口寵物用品店,"約25,000–50,000 KRW",台灣蝦皮/代購可見同品牌貓款,體積輕可當伴手禮，對貪吃貓可延長進食時間,需搭配乾糧/零食使用；本品不含食品,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.naver.com/search.naver?where=nexearch&query=Nina%20Ottosson%20Buggin%20Out%20Cat%20Puzzle%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://shopee.tw/search?keyword=Buggin%20Out%20Cat%20Puzzle,需比對款式；原清單ID：KCAT100-093,keep,medium,Taiwan medium,Nina Ottosson Buggin Out 台灣搜尋可見,款式需核對但品牌/品類合理。,0,57
第三輪新增,KCAT-NOLITTER-077,外出旅行,C｜先觀望,medium,Sleepypod Air 機艙型寵物旅行包,슬리피팟 에어 이동가방,Sleepypod,機艙旅行包/車用安全包,Gmarket / Coupang海外直購 / Naver搜尋,"約500,000–560,000 KRW",台灣少量代購/海外購,高階旅行包，主打機艙與車用安全,非常貴；需確認航空公司尺寸；大貓不一定舒適,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://www.gmarket.co.kr/n/search?keyword=sleepypod,https://sleepypod.com/products/sleepypod-air,韓國多為海外直購高價；原清單ID：KCAT100-096,keep,medium,Taiwan medium,Sleepypod 全球高端口碑，台灣進口搜尋可見,高端旅行包低順位保留。,0,58
第三輪新增,KCAT-NOLITTER-079,梳毛清潔工具,B｜可順手買,medium,Pawise 貓狗用除毛按摩手套,파와이즈 그루밍 장갑,Pawise,梳毛手套/按摩除毛工具,Naver Shopping / Coupang / Danawa搜尋,"約7,000–15,000 KRW",台灣蝦皮可見Pawise或同類梳毛手套,輕巧便宜無液體，怕梳子的貓可先用手套,長毛打結效果有限；矽膠齒勿過度拉扯,可攜回候選：非食品、非動物來源、非植物材料；液體/電池/利器/大型品依航空規定處理,https://search.danawa.com/dsearch.php?query=%EA%B3%A0%EC%96%91%EC%9D%B4%EA%B7%B8%EB%A3%A8%EB%B0%8D%EC%9E%A5%EA%B0%91,https://shopee.tw/search?keyword=Pawise%20%E6%A2%B3%E6%AF%9B%E6%89%8B%E5%A5%97,泛用手套，需確認尺寸；原清單ID：KCAT100-098,keep,medium,Korea/Taiwan medium,Pawise grooming glove 台韓搜尋可見,需求穩定但品牌差異化普通。,0,59
第二輪,KCAT-NOLITTER-001,貓砂盆/貓廁所,A｜優先買,medium,Mango 抗菌中型貓砂盆,망고 고양이 항균 리터박스 중형,Mango,塑膠貓砂盆,Pet Friends,待查,未見主流台灣正式通路,非耗材非食品；尺寸合適比帶砂更值得,體積大易壓壞；抗菌不等於免清潔,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://m.pet-friends.co.kr/product/detail/348205,https://shopee.tw/search?keyword=%EB%A7%9D%EA%B3%A0%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%A6%AC%ED%84%B0%EB%B0%95%EC%8A%A4,原清單ID：KCAT100-009,keep,medium,Korea retailer/search signal,"Korea: Coupang/Naver snippet 5/5, 6 ratings; PetFriends review stat null",韓國零售存在且有少量正向評分；保留但降順位。,-1,60
